t,des_Base_Revolute-1,des_Arm-1_Revolute-2,des_Arm-2_Revolute-3,des_Arm-3_Revolute-4,des_Arm-4_Revolute-5,des_Arm-5_Revolute-6,act_Base_Revolute-1,act_Arm-1_Revolute-2,act_Arm-2_Revolute-3,act_Arm-3_Revolute-4,act_Arm-4_Revolute-5,act_Arm-5_Revolute-6,ee_act_x,ee_act_y,ee_act_z,ee_des_x,ee_des_y,ee_des_z
0.647549314,-2.4900535010231613,1.7630474346868412,-1.9120359061503633,-0.1489976003450566,-2.2223355938740412,1.5707897291826933,-2.4900535006760167,1.7652700461487907,-1.9146003733248913,-0.1493395695041979,-2.2223355938573635,1.5707896498431309,0.10189148790888748,0.0014425197104052517,0.30673264693117885,nan,nan,nan
0.65754159,-2.490053501370167,1.7608257317876457,-1.9094724872823812,-0.1486557709760438,-2.2223355938906995,1.5707898084898233,-2.4900535010290468,1.7630097614759146,-1.9119924384927536,-0.14899180397545758,-2.2223355938743183,1.5707897305274974,0.10189148790888748,0.0014425197104052517,0.30673264693117885,nan,nan,nan
0.6675181360000001,-2.49005350172428,1.7585585197892626,-1.9068565596457585,-0.14830693961470104,-2.2223355939076987,1.5707898894214711,-2.4900535013866096,1.760720457192983,-1.9093510205986008,-0.1486395735135217,-2.2223355938914877,1.5707898122477635,0.10189148790888748,0.0014425197104052517,0.30673264693117885,nan,nan,nan
0.677494201,-2.490053502086013,1.7562425268347828,-1.9041843481453922,-0.14795060285583259,-2.222335593925064,1.5707899720944307,-2.490053501748526,1.7584032848741098,-1.9066774483380078,-0.14828305529863103,-2.2223355939088636,1.570789894962822,0.10189148790888748,0.0014425197104052517,0.30673264693117885,nan,nan,nan
0.6876099200000001,-2.4900535024605674,1.7538444423347546,-1.9014174187523514,-0.14758163555971893,-2.2223355939430447,1.5707900576977754,-2.4900535021137102,1.75606519204296,-1.903979737820263,-0.14792331827103164,-2.2223355939263945,1.570789978424671,0.10189148790888748,0.0014425197104052517,0.30673264693117885,nan,nan,nan
0.6975447370000001,-2.490053502836074,1.7514402589250286,-1.898643452387716,-0.14721172989040768,-2.222335593961071,1.5707901435188298,-2.4900535024475006,1.7539281207367472,-1.901513967572346,-0.14759451024879466,-2.2223355939424034,1.570790054710745,0.10228123316358688,0.0017397532496284743,0.3082598104288854,nan,nan,nan
0.70755648,-2.490053503222091,1.7489687858211571,-1.8957918466268968,-0.14683147108445552,-2.222335593979602,1.5707902317418947,-2.490053502828554,1.7514884288629429,-1.8986990312531662,-0.14721914127659144,-2.2223355939606955,1.5707901417993293,0.10228123316358688,0.0017397532496284743,0.3082598104288854,nan,nan,nan
0.717541863,-2.4900535036146936,1.7464551500740755,-1.892891593265551,-0.14644472516912,-2.2223355939984493,1.5707903214700203,-2.4900535032287685,1.7489260427494981,-1.8957425293227543,-0.14682489467028267,-2.2223355939799174,1.5707902332676746,0.10228123316358688,0.0017397532496284743,0.3082598104288854,nan,nan,nan
0.727463586,-2.4900535040122964,1.743909498709097,-1.8899544000239825,-0.14605305335731644,-2.222335594017536,1.5707904123409928,-2.490053503632521,1.746341010747068,-1.8927598983815184,-0.14642716378621887,-2.2223355939993046,1.5707903255444002,0.10228123316358688,0.0017397532496284743,0.3082598104288854,nan,nan,nan
0.737581228,-2.490053504425377,1.7412647515169093,-1.8869028692113108,-0.1456461347435669,-2.222335594037366,1.5707905067493448,-2.4900535040418887,1.7437200353842657,-1.8897357956988607,-0.1460239026864661,-2.2223355940189577,1.57079041910418,0.10228123316358688,0.0017397532496284743,0.3082598104288854,nan,nan,nan
0.747547916,-2.4900535048398607,1.7386110196962337,-1.8838409718612432,-0.14523783376231544,-2.222335594057264,1.570790601478417,-2.490053504411159,1.7413557968486133,-1.8870079180547006,-0.14566014290234627,-2.2223355940366694,1.5707905034993406,0.10269745771448915,0.0020571808283806094,0.30995641925266715,nan,nan,nan
0.757660108,-2.490053505267981,1.7358699794092776,-1.8806783372929456,-0.14481609957271335,-2.222335594077816,1.5707906993241003,-2.4900535048699193,1.738418567595691,-1.883618919062406,-0.1452082232409109,-2.2223355940587077,1.5707906083482932,0.10269745771448915,0.0020571808283806094,0.30995641925266715,nan,nan,nan
0.7675976910000001,-2.4900535056961806,1.7331284333305892,-1.8775151191380353,-0.144394287562414,-2.222335594098372,1.5707907971878385,-2.4900535052947235,1.7356987618177813,-1.8804807850432876,-0.14478975617528875,-2.2223355940791,1.5707907054359775,0.10269745771448915,0.0020571808283806094,0.30995641925266715,nan,nan,nan
0.7775993640000001,-2.4900535061345366,1.7303218586468034,-1.874276870449868,-0.14396247030476303,-2.2223355941194156,1.5707908973728737,-2.4900535057254785,1.732940851959058,-1.8772986862259318,-0.14436542644734018,-2.2223355940997784,1.5707908038838465,0.10269745771448915,0.0020571808283806094,0.30995641925266715,nan,nan,nan
0.7875473970000001,-2.490053506577885,1.7274833201907998,-1.871001741701444,-0.14352573512757724,-2.2223355941406986,1.5707909986989053,-2.49005350611956,1.730417766321105,-1.8743875295036778,-0.14397722657954581,-2.222335594118681,1.5707908939493003,0.10269745771448915,0.0020571808283806094,0.30995641925266715,nan,nan,nan
0.797532569,-2.490053507030195,1.7245874090832556,-1.867660415921221,-0.14308017264171677,-2.2223355941624123,1.5707911020729426,-2.4900535065669227,1.7275535265926505,-1.8710827464181425,-0.1435365370258594,-2.2223355941401572,1.5707909961927786,0.10312790620983733,0.002385456078816784,0.3117913744090102,nan,nan,nan
0.8075593000000001,-2.490053507491707,1.721632576699153,-1.8642511062930631,-0.1426255445770182,-2.2223355941845675,1.5707912075502661,-2.4900535070319876,1.7245759413791464,-1.867647184390432,-0.1430784082296941,-2.2223355941624905,1.5707911024823,0.10312790620983733,0.002385456078816784,0.3117913744090102,nan,nan,nan
0.817551656,-2.490053507958902,1.7186413598629287,-1.8607998159882344,-0.14216531843063415,-2.2223355942069953,1.5707913143263892,-2.49005350750234,1.7215645077315669,-1.8641725677642933,-0.14261507154146602,-2.2223355941850733,1.5707912099800936,0.10312790620983733,0.002385456078816784,0.3117913744090102,nan,nan,nan
0.827567076,-2.4900535084343933,1.7155970274969745,-1.8572872405533638,-0.1416969199728133,-2.2223355942298215,1.5707914229985536,-2.4900535079798116,1.7185074900738684,-1.8606453559366714,-0.14214472133517778,-2.2223355942079994,1.570791319105079,0.10312790620983733,0.002385456078816784,0.3117913744090102,nan,nan,nan
0.8375592110000001,-2.4900535089159366,1.712513945930826,-1.8537299559762699,-0.14122255959512592,-2.222335594252938,1.5707915330539306,-2.4900535084630477,1.715413567178431,-1.8570755625457014,-0.14166869291954695,-2.222335594231199,1.5707914295474543,0.10312790620983733,0.002385456078816784,0.3117913744090102,nan,nan,nan
0.847598947,-2.4900535094069074,1.7093705074316081,-1.8501030310790865,-0.14073891274967806,-2.2223355942765073,1.570791645263842,-2.4900535089484297,1.7123059070785116,-1.853489919056514,-0.14119055090900112,-2.2223355942545,1.5707915404802002,0.10358002831201081,0.0027302603737581026,0.3138195762644951,nan,nan,nan
0.85751555,-2.4900535098988503,1.706220843335637,-1.8464689230377538,-0.14025430803906713,-2.222335594300123,1.5707917576959856,-2.490053509388886,1.7094859091969221,-1.8502361825735953,-0.1407566683691677,-2.2223355942756275,1.570791641144397,0.10358002831201081,0.0027302603737581026,0.3138195762644951,nan,nan,nan
0.8675293460000001,-2.4900535104025696,1.7029957807114953,-1.8427478195616127,-0.1397581025733245,-2.2223355943243046,1.5707918728195966,-2.4900535098872134,1.70629536884877,-1.8465549111801633,-0.14026577447223598,-2.22233559429955,1.5707917550356818,0.10358002831201081,0.0027302603737581026,0.3138195762644951,nan,nan,nan
0.8775158810000001,-2.4900535109118396,1.6997351807261105,-1.838985712789144,-0.13925642935859772,-2.222335594348752,1.570791989211769,-2.4900535104108887,1.7029425256418094,-1.842686373428679,-0.1397499087918404,-2.2223355943246994,1.5707918747206193,0.10358002831201081,0.0027302603737581026,0.3138195762644951,nan,nan,nan
0.887519719,-2.4900535114288513,1.6964250143682493,-1.8351664159331271,-0.13874712990283122,-2.222335594373572,1.5707921073732898,-2.490053510927601,1.6996342721922757,-1.838869283701842,-0.13924090365457048,-2.222335594349506,1.5707919928138556,0.10358002831201081,0.0027302603737581026,0.3138195762644951,nan,nan,nan
0.897613356,-2.490053511957383,1.693041091933075,-1.8312620187154545,-0.13822648239806234,-2.2223355943989445,1.570792228167648,-2.4900535114521323,1.6962759641901068,-1.834994440625222,-0.13872419716526058,-2.222335594374686,1.570792112693867,0.10403906407301328,0.003080337251371322,0.31600235573343316,nan,nan,nan
0.907529628,-2.490053512483334,1.6896736900256015,-1.8273766830169587,-0.13770837672801037,-2.2223355944241927,1.5707923483722805,-2.490053511984966,1.6928644847224654,-1.8310582478794424,-0.1381993097583122,-2.22233559440027,1.5707922344719163,0.10403906407301328,0.003080337251371322,0.31600235573343316,nan,nan,nan
0.917544597,-2.4900535130211496,1.6862303253749653,-1.8234037008878088,-0.13717858349317494,-2.222335594450011,1.570792471288521,-2.490053512519019,1.6894452137735068,-1.8271130652591747,-0.1376732235604738,-2.2223355944259073,1.5707923565280948,0.10403906407301328,0.003080337251371322,0.31600235573343316,nan,nan,nan
0.9275289480000001,-2.490053513563904,1.682755342186732,-1.8193942370329144,-0.1366439254563177,-2.222335594476066,1.570792595333434,-2.4900535130035255,1.6863431811668195,-1.8235339148174368,-0.1371959473912924,-2.222335594449149,1.5707924672599585,0.10403906407301328,0.003080337251371322,0.31600235573343316,nan,nan,nan
0.9377931070000001,-2.4900535141285896,1.6791399444205153,-1.8152227616963443,-0.13608766334872283,-2.222335594503174,1.5707927243906634,-2.4900535136024984,1.6825082394457298,-1.8191091278807918,-0.1366059064326177,-2.222335594477921,1.5707926041541496,0.10403906407301328,0.003080337251371322,0.31600235573343316,nan,nan,nan
0.947589212,-2.4900535146739284,1.675648412159702,-1.8111942033869604,-0.13555045908525729,-2.2223355945293535,1.5707928490263214,-2.4900535141525255,1.678986686699259,-1.8150459316909833,-0.13606408324207703,-2.2223355945043246,1.5707927298614355,0.10449473847953616,0.0034278506203357755,0.31831632511096336,nan,nan,nan
0.9577231150000001,-2.4900535152444347,1.6719957452851704,-1.806979726650211,-0.1349884627835073,-2.222335594556741,1.570792979413929,-2.4900535147097296,1.6754191927358464,-1.8109297281515562,-0.13551519157392589,-2.222335594531073,1.570792857208664,0.10449473847953616,0.0034278506203357755,0.31831632511096336,nan,nan,nan
0.96759295,-2.4900535158063173,1.6683982931020716,-1.8028289570733433,-0.1344349617684761,-2.222335594583714,1.5707931078305628,-2.4900535152739547,1.6718067425453698,-1.8067616537518385,-0.13495938297789875,-2.2223355945581598,1.5707929861606749,0.10449473847953616,0.0034278506203357755,0.31831632511096336,nan,nan,nan
0.9776496370000001,-2.4900535163850157,1.6646931784884236,-1.7985539657087912,-0.1338648959010003,-2.222335594611495,1.5707932400903741,-2.4900535158432033,1.6681621258027497,-1.802556465322738,-0.1343986252627801,-2.2223355945854864,1.5707931162609206,0.10449473847953616,0.0034278506203357755,0.31831632511096336,nan,nan,nan
0.987638597,-2.4900535169659483,1.6609737570009628,-1.794262466956916,-0.13329262878976245,-2.222335594639383,1.5707933728608914,-2.4900535164182283,1.6644805287039348,-1.7983086086580025,-0.1338321777806691,-2.222335594613091,1.5707932476812378,0.10449473847953616,0.0034278506203357755,0.31831632511096336,nan,nan,nan
0.99749717,-2.4900535175452156,1.6572649980682816,-1.7899832707474341,-0.13272200221037683,-2.2223355946671908,1.5707935052507922,-2.4900535170014466,1.6607464732208324,-1.7940002250829783,-0.133257659094974,-2.2223355946410885,1.5707933809741381,0.1049423853744291,0.0037692419012154074,0.3207643767209233,nan,nan,nan
1.0075819110000002,-2.4900535181437116,1.6534331278702203,-1.7855620277590374,-0.1321324338336076,-2.222335594695922,1.5707936420353406,-2.490053517588239,1.656989535034036,-1.7896654392583908,-0.13267961969543351,-2.2223355946692585,1.570793515083872,0.1049423853744291,0.0037692419012154074,0.3207643767209233,nan,nan,nan
1.01752338,-2.490053518739552,1.6496182624441904,-1.7811604050148626,-0.13154548179698705,-2.2223355947245254,1.5707937782128771,-2.490053518122216,1.6535707705922433,-1.7857208410502106,-0.13215361142828488,-2.2223355946948757,1.57079363712197,0.1049423853744291,0.0037692419012154074,0.3207643767209233,nan,nan,nan
1.0275146940000002,-2.4900535193441087,1.6457475882444124,-1.776694389653801,-0.1309499430686344,-2.222335594753548,1.5707939163825946,-2.4900535187245945,1.6497140412691653,-1.7812709154012591,-0.13156021824712205,-2.2223355947237944,1.5707937747939034,0.1049423853744291,0.0037692419012154074,0.3207643767209233,nan,nan,nan
1.037575159,-2.490053519958557,1.641813581294401,-1.772155300450612,-0.1303446600157558,-2.2223355947830448,1.5707940568130725,-2.490053519353552,1.6456871307158234,-1.7766246332652216,-0.13094064112278994,-2.2223355947539982,1.5707939185407198,0.1049423853744291,0.0037692419012154074,0.3207643767209233,nan,nan,nan
